id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6623,Venice Blue on Canal apartment,15016,Francesca,Isole,San Polo,45.43823,12.32902,Entire home/apt,225,7,162,2019-11-06,1.32,3,0
6624,Venice garden charme and canal view!,15016,Francesca,Isole,San Polo,45.43845,12.32869,Entire home/apt,272,6,64,2019-11-03,0.64,3,0
12074,Venice home to relax and emotions,15016,Francesca,Isole,San Polo,45.43827,12.32764,Entire home/apt,122,5,184,2019-10-07,1.57,3,0
27116,Charming room with balcony close to S. Mark's,116144,Gianni,Isole,San Marco,45.43221,12.33411,Private room,190,1,408,2019-10-05,3.59,2,266
27574,MINI APARTMENT 30 MT FROM GRAND CANAL,119219,Elisa,Isole,Santa Croce,45.44031,12.32313,Entire home/apt,94,2,255,2019-10-27,2.24,6,0
32261,"Venice, close to Biennale exhibition",139420,Maura,Isole,Castello,45.43451,12.3565,Entire home/apt,78,3,167,2019-11-25,1.61,1,350
33934,LOVELY APARTMENT IN THE CENTER,119219,Elisa,Isole,Cannaregio,45.4448,12.33121,Entire home/apt,103,2,133,2019-10-13,1.18,6,0
44527,Historical Luxury Apartment on Calm Sunny Canal,120215,Marc & Elisabeth,Isole,Cannaregio,45.44754,12.32918,Entire home/apt,300,2,71,2019-11-03,0.68,1,0
44998,Furlani Loft for up to 6,198581,Laura,Isole,Castello,45.43854,12.34959,Entire home/apt,200,5,6,2019-11-03,0.05,12,290
45036,San Toma Apartment - Venice,198581,Laura,Isole,San Polo,45.43723,12.32451,Entire home/apt,120,1,19,2019-11-10,0.17,12,296
46054,Fuseri Apartment -Canal view,198581,Laura,Isole,San Marco,45.43439,12.33509,Entire home/apt,400,1,59,2019-11-03,0.59,12,274
46158,Few steps from San Marco Square,198581,Laura,Isole,San Marco,45.43468,12.33613,Entire home/apt,200,1,11,2019-10-11,0.22,12,297
46171,Apartment Cà d'Oro - Canal view,198581,Laura,Isole,Cannaregio,45.44185,12.33355,Entire home/apt,200,3,12,2019-09-17,0.11,12,296
47383,Ca' Barba B&B: room n102 (jacuzzi shower),214390,Alessandro,Isole,San Polo,45.43846,12.33235,Hotel room,102,2,267,2019-11-03,2.38,4,0
47549,Ca' Barba Apartment,215652,Caterina E Alessandro,Isole,Dorsoduro,45.43541,12.3246,Entire home/apt,138,2,143,2019-08-06,1.45,2,139
49656,Ca' Foscari Apartment,226598,Andrea,Isole,Dorsoduro,45.43505,12.32668,Entire home/apt,90,3,72,2019-11-01,0.83,2,286
51847,Furlani Apartment,198581,Laura,Isole,Castello,45.43546,12.34636,Entire home/apt,130,1,8,2019-10-06,0.09,12,0
55968,Great canal view close to S.Marco,264845,Paola,Isole,Castello,45.43699,12.34741,Entire home/apt,100,3,81,2019-10-27,0.77,2,365
56687,Waterfront Charm in Central Venice,268967,Renato,Isole,Cannaregio,45.44525,12.33166,Entire home/apt,150,3,47,2019-05-29,0.53,1,86
60007,Apartament alla Fenice a Venezia,288678,Furio,Isole,San Marco,45.43302,12.332,Entire home/apt,180,2,155,2019-09-15,1.48,1,292
60020,Bed and Breakfast (Website hidden by Airbnb),288785,Nicola,Isole,Santa Croce,45.44059,12.32952,Hotel room,80,2,26,2019-10-13,0.24,2,0
60304,B&B  Venice Casa Baseggio,290452,Marco,Isole,Cannaregio,45.44334,12.33483,Private room,90,1,145,2019-11-22,1.42,2,255
61714,B&B AL CANAL VENICE canal view,289023,Francesca,Isole,Giudecca,45.42817,12.3192,Private room,73,2,856,2019-11-25,8.00,3,0
63267,Appartamento con splendida vista sulla Laguna,308732,Cristina,Isole,Castello,45.43818,12.35032,Entire home/apt,110,3,10,2019-10-25,0.53,1,0
65926,APPARTAMENTO AL PERGOLO  CANAL VIEW,289023,Francesca,Isole,Dorsoduro,45.43108,12.32593,Entire home/apt,145,2,149,2019-10-28,1.71,3,0
69375,Armonia Apartment  Venice's flavour,347332,Guido,Isole,Cannaregio,45.44555,12.32155,Entire home/apt,130,3,24,2019-05-09,0.23,3,349
71460,COZY ROOM EASY TO GET VENICE AND AIRPORTS !,365995,Andre,Terraferma,San Lorenzo XXV Aprile,45.49249,12.24348,Private room,49,2,248,2019-11-03,2.38,2,360
71735,a stone's throw to St.Markwith WiFi,368293,Grazia,Isole,San Marco,45.43482,12.33648,Entire home/apt,120,3,90,2019-12-01,0.87,3,326
71870,Biennale - Great & cosy flat,369617,Irene,Isole,Castello,45.42906,12.3582,Entire home/apt,90,3,208,2019-11-13,1.95,4,247
71874,rooms in Venice,369642,Valter,Isole,Santa Croce,45.44001,12.32552,Private room,120,1,52,2019-10-27,0.57,2,363
72000,"Unique green gem: private court, boat, concierge",370543,Diana,Isole,Castello,45.43006,12.35652,Private room,60,2,139,2019-11-25,1.32,1,354
72740,Eco Venice 1,377929,Attilio,Terraferma,Favaro,45.507,12.28175,Entire home/apt,45,2,298,2019-11-24,2.85,5,318
74042,Low Cost Romantic Venice,9609304,Luca,Isole,Castello,45.43463,12.35122,Entire home/apt,69,3,519,2019-11-03,5.02,3,273
74272,Ca' Annalaura 2 with private court,390175,Monica,Isole,Castello,45.43476,12.34999,Entire home/apt,57,2,230,2019-10-12,2.20,2,0
74873,Al Campanile Madonna Dell'Orto: Apt BEIGE,394892,Hossep,Isole,Cannaregio,45.44699,12.33227,Entire home/apt,145,3,16,2019-05-26,0.20,4,344
75376,Saint Mark apartment  in  Venice,399883,Monica,Isole,San Marco,45.43569,12.33598,Entire home/apt,150,3,198,2019-10-27,1.98,6,0
75760,at Biennale Giardini - Cà Zaleta,402656,Luigi & Giovanna,Isole,Castello,45.43119,12.3571,Entire home/apt,125,2,217,2019-11-24,2.09,1,300
75994,San Bortolomio Apartment - WI FI,399883,Monica,Isole,San Marco,45.43669,12.336,Entire home/apt,150,3,104,2019-09-26,1.03,6,0
77188,Ca' Annalaura 1 with private court,390175,Monica,Isole,Castello,45.43385,12.34786,Entire home/apt,111,2,250,2019-11-24,2.46,2,310
77598,Ca' Gioiosa,416351,Italo,Isole,Dorsoduro,45.43103,12.31997,Entire home/apt,110,3,79,2018-08-09,0.85,2,356
77623,New! elegant suite with court in Cannaregio,289615,Valentina,Isole,Cannaregio,45.44554,12.3326,Entire home/apt,74,2,53,2019-10-28,0.50,66,22
77848,ALLELUIA 33 - INDIVIDUAL ACCOMMODATION WITH LIFT,119219,Elisa,Isole,Santa Croce,45.4396,12.32345,Entire home/apt,103,2,196,2019-12-09,1.88,6,0
78706,Al Campanile Madonna Dell'Orto: Apt. NERO,394892,Hossep,Isole,Cannaregio,45.44648,12.33248,Entire home/apt,135,3,33,2019-03-09,0.37,4,345
78833,Al Campanile: Loft ROSSO,394892,Hossep,Isole,Cannaregio,45.44648,12.33187,Entire home/apt,140,3,20,2019-06-30,0.20,4,334
79038,Al Giardino B &B minimun 2 Days,425369,Maurizio,Terraferma,Favaro,45.50878,12.2815,Private room,30,1,182,2019-05-14,1.74,4,343
79717,MINI LOFT WITH A ROOF BALCONY,119219,Elisa,Isole,Santa Croce,45.44015,12.32307,Entire home/apt,124,2,324,2019-11-03,3.06,6,0
80403,Elegant apartment with privatgarden,434492,Lucia,Isole,Dorsoduro,45.43286,12.32043,Entire home/apt,115,3,38,2019-09-03,0.37,2,261
83368,Casa Granda in historical building,208909,Marta,Isole,San Polo,45.43678,12.32752,Entire home/apt,200,2,24,2019-11-03,0.56,2,0
83610,GRANDIBEN: Biennale at your fingertips,434231,Magda,Isole,Castello,45.43513,12.34894,Entire home/apt,120,3,5,2019-05-10,0.06,1,362
90053,Cozy flat in Venice (Lido),485439,Elisabetta,Isole,Lido,45.40769,12.36549,Entire home/apt,130,6,5,2015-05-15,0.05,2,354
91525,DIVYA - 1st class apartment ,494255,Rosa,Isole,Santa Croce,45.43992,12.33035,Entire home/apt,200,3,23,2019-07-12,0.25,3,328
92159,B&B. AL CANAL VENICE  green room garden view,289023,Francesca,Isole,Giudecca,45.4275,12.31935,Private room,60,2,265,2019-11-17,2.57,3,348
95980,22 Marzo by St. Mark's Square - 1-BR Apt,510349,Roberta,Isole,San Marco,45.43278,12.33494,Entire home/apt,150,2,187,2019-11-09,1.82,3,0
99238,Ca' Risorta  ♡ Your romantic retreat,419326,Federica,Isole,Cannaregio,45.44394,12.32904,Entire home/apt,129,3,80,2019-11-11,2.02,1,290
103249,Quiet and style in Venice,208909,Marta,Isole,San Polo,45.43723,12.32718,Entire home/apt,130,2,309,2019-11-14,4.75,2,325
108271,SHORT HOLIDAYS  IN VENICE FREE WIFI,560277,Vera,Terraferma,Marghera,45.47201,12.22439,Private room,36,2,326,2019-11-04,3.53,1,354
109278,Villa ai Tigli - Entire Villa's rooms,564594,Eliana,Terraferma,Tessera,45.5035,12.32084,Private room,260,1,15,2019-06-24,0.14,6,328
110388,"Lovely private room in Venice, close to Biennale",567508,Nicola,Isole,Castello,45.432,12.356,Private room,45,2,255,2019-11-05,2.45,10,39
118751,NEAR THE TRAIN STATION,119219,Elisa,Isole,Santa Croce,45.44086,12.32321,Entire home/apt,83,2,281,2019-10-23,2.71,6,0
129278,Villa with terrace in Venice Lido,485439,Elisabetta,Isole,Lido,45.40562,12.36547,Entire home/apt,300,9,6,2017-10-30,0.07,2,363
130605,Sweet dreams,642936,Maria,Isole,Santa Croce,45.43921,12.32146,Private room,95,3,250,2019-11-03,2.48,2,355
131244,Giardino dei Melograni  Economy Room,630328,Kosher House,Isole,Cannaregio,45.44487,12.32642,Hotel room,80,1,24,2019-11-11,0.23,23,283
131822,Giardino dei Melograni triple room,630328,Kosher House,Isole,Cannaregio,45.44634,12.32597,Hotel room,130,1,7,2015-09-19,0.08,23,275
131895,Giardino dei Melograni DUS,630328,Kosher House,Isole,Cannaregio,45.44494,12.32759,Hotel room,80,1,8,2017-04-15,0.09,23,250
131939,Giardino dei Melograni family room,630328,Kosher House,Isole,Cannaregio,45.44601,12.32668,Hotel room,190,1,2,2016-10-23,0.03,23,271
134035,HAPPY AND LUMINOUS FLAT IN VENICE WITH TERRACE,653451,Sara,Isole,Castello,45.43438,12.34683,Entire home/apt,135,2,65,2019-10-23,0.65,1,356
136713,Ca' Del Mercante Grand Canal with Roof Terrace,669047,Viewsonvenice,Isole,San Polo,45.43556,12.327,Entire home/apt,342,3,58,2019-11-02,1.32,74,325
137087,A true Venetian house near St. Mark,264845,Paola,Isole,Castello,45.43655,12.34655,Entire home/apt,99,3,81,2019-11-15,0.84,2,301
137304,"""BOUDOIR"" IN10 MINUTES FROM VENICE",671512,Zoia,Terraferma,Altobello,45.48554,12.24628,Private room,55,1,117,2019-05-11,1.28,1,363
139786,Ca' Grassi 2 Charme Apartment,669047,Viewsonvenice,Isole,San Marco,45.43452,12.32931,Entire home/apt,113,3,23,2019-10-12,0.24,74,324
139802,Ca' Grassi 1 Apartment for 4/5 Guests,669047,Viewsonvenice,Isole,San Marco,45.43314,12.32859,Entire home/apt,171,3,42,2019-10-21,0.50,74,0
140197,Nest of Love- Near  RIALTO BRIDGE,683035,Paola,Isole,San Polo,45.43919,12.33397,Entire home/apt,86,2,636,2019-11-30,6.19,1,326
142085,Widmann apartment in Venice centre,690500,Tisone,Isole,Cannaregio,45.44018,12.33788,Entire home/apt,92,5,306,2019-11-18,3.01,1,132
145324,Double room with a View of the city,703872,Leonardo E Irene,Isole,Cannaregio,45.44324,12.33954,Private room,58,1,406,2019-10-31,3.97,6,169
145346,"DOUBLE ROOM WITH A PRIVATE BATHROOM, OWN ENTRANCE",119219,Elisa,Isole,Cannaregio,45.4421,12.32146,Private room,78,2,255,2019-11-02,2.48,6,0
145631,My Casa Allegra Venice Mestre Private Studio!,704911,Alessandra,Terraferma,Villaggio San Marco,45.482,12.2592,Private room,48,2,603,2019-12-01,5.87,1,273
146821,Ca' dell' Ambasciatore Venezia,709828,Roberto,Isole,Castello,45.43265,12.35169,Entire home/apt,390,3,114,2019-11-03,1.30,2,0
148066,Happy Venice-elegant flat in S.Marc,715286,Roberto,Isole,San Marco,45.4345,12.33721,Entire home/apt,170,3,98,2019-11-25,1.22,1,0
148299,ARABESQUE- DAMASCO 4 PERSONS,716234,Paola,Isole,Castello,45.43601,12.34373,Hotel room,140,2,24,2019-08-17,0.24,3,330
148794,elegant house of 500 in Venice,685618,Luisa,Isole,Cannaregio,45.44374,12.33219,Entire home/apt,110,2,166,2019-11-03,1.62,1,0
149749,"Venice, newly restored unit-apartm.",722130,Maddalena,Isole,Cannaregio,45.44041,12.34096,Entire home/apt,125,1,232,2019-12-01,2.33,1,0
155015,nice and cozy open space apartment,745553,Rosanna E Francesca,Isole,Santa Croce,45.44184,12.32786,Entire home/apt,90,3,266,2019-11-04,2.67,6,0
156728,Regina d'Oriente,745553,Rosanna E Francesca,Isole,Santa Croce,45.44077,12.33096,Entire home/apt,120,3,193,2019-11-26,2.01,6,0
160017,"Venice: house in the green, wi-fi",767044,Elisabetta,Terraferma,Bissuola,45.49859,12.2654,Entire home/apt,76,3,111,2019-10-26,1.12,1,315
160426,Bright apartment in Venice with canal view,766256,Laura,Isole,Dorsoduro,45.43322,12.32072,Entire home/apt,130,2,285,2019-10-13,2.78,2,0
163685,Ca'Falcao - Air-conditioning & Wifi,781124,Nicolò,Isole,Cannaregio,45.44262,12.32485,Entire home/apt,97,3,321,2019-10-27,3.66,1,242
165705,ARABESQUE DJERBA 1 PERS.IN VENICE,716234,Paola,Isole,Castello,45.43712,12.34393,Hotel room,62,2,143,2019-10-29,1.40,3,0
166381,Ca' Barba B&B: room n101,214390,Alessandro,Isole,San Polo,45.43996,12.33265,Hotel room,96,2,281,2019-11-10,4.04,4,0
167145,Special apartment for loving people,796717,Nicola,Isole,San Marco,45.43405,12.33528,Entire home/apt,140,2,158,2019-08-31,1.56,1,0
167168,Ca 'Barba FLAT - Rialto,214390,Alessandro,Isole,San Polo,45.43865,12.33116,Entire home/apt,318,4,12,2019-01-03,0.20,4,364
170523,"Venice Home: only 2 persons, loving",813513,Mara,Terraferma,Carpenedo,45.49772,12.24932,Entire home/apt,55,5,186,2019-11-20,1.84,2,345
175509,Guest House BELLA ONDA (3x triple),848085,Valentina,Terraferma,Tessera,45.50275,12.32549,Hotel room,500,1,30,2019-08-11,0.33,4,176
184374,ARABESQUE MARRAKESH DOUBLE VENICE,716234,Paola,Isole,Castello,45.4354,12.34194,Hotel room,100,2,71,2019-09-28,0.71,3,330
208801,Bright apartment in the heat of Venice with WIFI,1028258,Sandra,Isole,Castello,45.43704,12.33873,Entire home/apt,61,2,454,2019-12-01,4.60,2,144
215895,Great view apartment very central,9701290,Nicoletta,Isole,Cannaregio,45.4413,12.33764,Entire home/apt,195,3,214,2019-10-27,2.32,4,0
217591,Royal Apartments Ca' Pierre,1123859,Lorenzo,Isole,Castello,45.43767,12.34657,Entire home/apt,120,1,37,2016-05-02,0.37,1,247
218393,Venice Little Garden: only 1 person,813513,Mara,Terraferma,San Lorenzo XXV Aprile,45.49713,12.24943,Entire home/apt,39,5,186,2019-11-27,1.87,2,319
220238,Large apartment for 4,693554,Valentina,Isole,Castello,45.43275,12.35308,Entire home/apt,150,3,209,2019-11-25,2.09,1,240
234465,Sunny house,1227993,Giorgio,Isole,Dorsoduro,45.43379,12.32053,Entire home/apt,100,3,43,2019-10-26,0.44,2,314
235221,Attic with GrandCanal Views,1229136,Martina,Isole,San Marco,45.43386,12.32865,Entire home/apt,270,3,121,2019-10-24,1.25,6,193
236585,lovely apartment Venice Lido with terrace,1240373,Francy,Isole,Lido,45.41637,12.37402,Entire home/apt,99,3,162,2019-10-15,1.64,1,294
237098,Cozy Studio Venice Heart  FREE WIFI,283131,Anunxiata,Isole,San Polo,45.43695,12.32982,Entire home/apt,145,3,178,2019-11-01,1.79,7,0
238362,Villa aiTigli Room 1 with bathroom: up to 4 Pax,564594,Eliana,Terraferma,Tessera,45.5037,12.32116,Hotel room,60,1,79,2019-08-30,0.89,6,332
238374,Villa aiTigli Room 2 with bathroom: up to 5 Pax,564594,Eliana,Terraferma,Tessera,45.50354,12.31955,Private room,60,1,100,2019-09-06,1.09,6,346
238380,Villa ai Tigli - Room 3 - 3 Pax,564594,Eliana,Terraferma,Tessera,45.50428,12.32081,Private room,60,1,64,2019-11-02,0.70,6,334
238383,Villa aiTigli-Room 4-Bathroom in Room-Disabilities,564594,Eliana,Terraferma,Tessera,45.50239,12.32106,Private room,60,1,85,2019-10-31,1.06,6,355
238960,CA' DOLCE *stunning Channel Views* Free wi-fi :-),283131,Anunxiata,Isole,Cannaregio,45.44234,12.33722,Entire home/apt,195,3,129,2019-11-09,1.31,7,0
242296,blacksmith's hearth,1271580,Adriana,Isole,Cannaregio,45.44606,12.32429,Entire home/apt,120,3,264,2019-10-29,2.67,1,0
246649,Venitian apartment  new and clean!,1275479,,Isole,Santa Croce,45.43775,12.32251,Entire home/apt,160,3,265,2019-11-11,2.72,5,297
247270,Venice Apartments in Mestre,1296429,Tiziana,Terraferma,Chirignago,45.48641,12.19883,Entire home/apt,105,4,155,2019-10-07,1.69,1,365
256874,"b&b S.Marco Venice, canal view room",1351366,Marco E Alice,Isole,Castello,45.4366,12.34584,Private room,106,3,25,2019-03-31,0.27,2,334
260204,Conceptual Devices Apartment 2,1365288,Antonio,Isole,Cannaregio,45.44247,12.32975,Entire home/apt,75,7,155,2019-10-20,1.60,2,0
261432,Rooftop Studio in Cannaregio (CDA1),1365288,Antonio,Isole,Cannaregio,45.44378,12.32905,Entire home/apt,60,7,138,2019-10-19,1.41,2,0
261640,balcony canal view central Venice,1351366,Marco E Alice,Isole,Castello,45.43691,12.34493,Private room,110,3,54,2019-08-27,0.79,2,346
263796,Dimora Canaletto - Casa dei Pittori,1384217,Simone - Francesco,Isole,Santa Croce,45.44022,12.32676,Entire home/apt,230,2,3,2018-06-28,0.06,7,331
265406,large double room-> heart of Venice,703872,Leonardo E Irene,Isole,Cannaregio,45.44166,12.3407,Private room,58,1,455,2019-11-24,5.16,6,0
268865,AltanaAlbaChiara BestViewOfVenice,1408761,Chiara,Isole,San Marco,45.43739,12.3361,Entire home/apt,150,3,176,2019-12-01,1.95,6,241
271400,Cà 5393 SmArt: spacious sun bathed lovely house,1420314,Chantal,Isole,Cannaregio,45.43994,12.34058,Entire home/apt,150,3,16,2019-01-02,0.18,4,0
271402,"Cà 5393 Vintage, the coolest house in Venice!",1420314,Chantal,Isole,Cannaregio,45.44103,12.34065,Entire home/apt,150,3,26,2019-10-14,0.32,4,0
271409,"Cà 5393 Orange, cozy house at the ground floor",1420314,Chantal,Isole,Cannaregio,45.43989,12.33936,Entire home/apt,110,3,25,2019-10-14,0.31,4,336
271412,"Cà 5393 Chromotherapy, find new energy in colors!",1420314,Chantal,Isole,Cannaregio,45.44142,12.33968,Entire home/apt,150,3,39,2019-10-05,0.49,4,339
272585,Apartment Fiori della Laguna,1426634,Claudia E Giorgio,Isole,Dorsoduro,45.43081,12.33545,Entire home/apt,80,2,108,2019-11-26,1.16,3,353
275264,LEONARDO stylish sunny canal view,1438903,Barbara,Isole,Cannaregio,45.44185,12.34147,Entire home/apt,150,2,45,2019-10-22,0.50,25,164
284305,CASA CLARA lots of comfort & space!,1480780,Ivo... & Family,Terraferma,Marghera,45.47791,12.22556,Entire home/apt,85,2,265,2019-10-28,2.75,1,0
286068,Romantic room with view between S.Marco and Rialto,567508,Nicola,Isole,Castello,45.43712,12.33912,Private room,40,2,161,2019-11-17,1.69,10,4
286350,Corte dei Santi - San Marco,1490179,Laura,Isole,San Polo,45.43852,12.32876,Entire home/apt,100,2,19,2018-04-19,0.20,12,164
286388,Nice apartment in a building with a courtyard,1490179,Laura,Isole,Santa Croce,45.43591,12.32362,Entire home/apt,80,2,65,2019-10-06,0.67,12,0
286939,Corte dei Santi - San Geremia,1490179,Laura,Isole,Santa Croce,45.43609,12.32351,Entire home/apt,100,2,35,2019-04-14,0.38,12,0
288778,"comfortable, clean Italian room",1420192,Michele,Terraferma,Santa Barbara,45.48659,12.20957,Private room,49,2,85,2017-06-09,0.93,1,364
289477,"Apartment ""Venice""",377929,Attilio,Terraferma,Favaro,45.50718,12.28264,Entire home/apt,50,2,32,2019-11-07,0.38,5,346
290426,"EXQUISITE,VENICE ,space & quiet",1506785,Eric,Isole,Dorsoduro,45.43429,12.32092,Entire home/apt,110,2,81,2019-10-22,1.07,1,360
293520,"Heart of Venice, amazing  house!",1517643,Nicola,Isole,San Polo,45.43924,12.32922,Entire home/apt,130,7,70,2019-11-08,0.83,1,0
